Date,NAV,Dividend,TotalReturn,TotalReturnMethod
2025-04-11,0.6478,0.0,0.7562940683879973,reinvested_dividend_index_v1
2025-04-15,0.6649,0.0,0.7762579902302862,reinvested_dividend_index_v1
2025-04-16,0.6666,0.0,0.7782427076064201,reinvested_dividend_index_v1
2025-04-17,0.6783,0.0,0.79190223307746,reinvested_dividend_index_v1
2025-04-18,0.6783,0.0,0.79190223307746,reinvested_dividend_index_v1
2025-04-21,0.6783,0.0,0.79190223307746,reinvested_dividend_index_v1
2025-04-22,0.6876,0.0,0.8027598046057223,reinvested_dividend_index_v1
2025-04-23,0.6872,0.0,0.8022928122819262,reinvested_dividend_index_v1
2025-04-24,0.685,0.0,0.7997243545010468,reinvested_dividend_index_v1
2025-04-25,0.6743,0.0,0.7872323098394977,reinvested_dividend_index_v1
2025-04-28,0.6848,0.0,0.7994908583391487,reinvested_dividend_index_v1
2025-04-29,0.682,0.0,0.7962219120725752,reinvested_dividend_index_v1
2025-04-30,0.6872,0.0,0.8022928122819262,reinvested_dividend_index_v1
2025-05-02,0.6871,0.0,0.8021760642009771,reinvested_dividend_index_v1
2025-05-05,0.6955,0.0,0.8119829030006979,reinvested_dividend_index_v1
2025-05-06,0.6861,0.0,0.8010085833914865,reinvested_dividend_index_v1
2025-05-07,0.6882,0.0,0.8034602930914168,reinvested_dividend_index_v1
2025-05-08,0.675,0.0,0.7880495464061411,reinvested_dividend_index_v1
2025-05-09,0.675,0.0,0.7880495464061411,reinvested_dividend_index_v1
2025-05-13,0.6876,0.0,0.8027598046057223,reinvested_dividend_index_v1
2025-05-14,0.6932,0.0,0.8092976971388697,reinvested_dividend_index_v1
2025-05-15,0.6992,0.0,0.8163025819958131,reinvested_dividend_index_v1
2025-05-16,0.698,0.0,0.8149016050244243,reinvested_dividend_index_v1
2025-05-19,0.6985,0.0,0.8154853454291696,reinvested_dividend_index_v1
2025-05-20,0.6874,0.0,0.8025263084438242,reinvested_dividend_index_v1
2025-05-21,0.6939,0.0,0.8101149337055129,reinvested_dividend_index_v1
2025-05-22,0.6865,0.0,0.8014755757152827,reinvested_dividend_index_v1
2025-05-23,0.6985,0.0,0.8154853454291696,reinvested_dividend_index_v1
